Project,project_id,issue_iid,issue_id,title,state,author,assignees,labels,milestone,created_at,updated_at,due_date,weight,confidential,web_url
"atlas-datascience/lion/project-lion/paxium-web","74013701","11","172628204","Access request flow","opened","szahniy","","Backlog|aspect::web","","2025-08-29T16:41:24.295Z","2025-09-18T20:24:13.365Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-web/-/issues/11"
"atlas-datascience/lion/project-lion/paxium-web","74013701","12","172628208","Download or open link action","opened","szahniy","","Backlog|aspect::web","","2025-08-29T16:41:29.168Z","2025-09-18T20:22:51.007Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-web/-/issues/12"
"atlas-datascience/lion/project-lion/paxium-web","74013701","13","172628219","Domains browser","opened","szahniy","","Backlog|aspect::web","","2025-08-29T16:41:35.369Z","2025-09-18T20:23:04.185Z","","2","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-web/-/issues/13"
"atlas-datascience/lion/project-lion/paxium-web","74013701","14","172628225","Pagination and cursors","opened","szahniy","johndmema","In Progress|aspect::web","","2025-08-29T16:41:39.638Z","2025-09-24T17:00:15.970Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-web/-/issues/14"
"atlas-datascience/lion/project-lion/paxium-web","74013701","15","172628231","Error, loading, and skeleton states","opened","szahniy","johndmema","Ready|aspect::web","","2025-08-29T16:41:45.164Z","2025-09-22T15:08:25.981Z","","2","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-web/-/issues/15"
"atlas-datascience/lion/project-lion/paxium-web","74013701","16","172628236","Analytics and observability","opened","szahniy","","Backlog|Parking Lot|aspect::web","","2025-08-29T16:41:49.795Z","2025-09-26T15:27:00.831Z","","2","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-web/-/issues/16"
"atlas-datascience/lion/cicd/containers/opa","73962713","1","172638235","Opa Container Pipeline","closed","rprice314","rprice314","","","2025-08-29T18:17:04.431Z","2025-09-05T18:25:37.534Z","","2","false","https://gitlab.com/atlas-datascience/lion/cicd/containers/opa/-/issues/1"
"atlas-datascience/lion/cicd/catalog/utility","69912988","3","172885819","Implement linting in OPA pipeline","closed","rprice314","rprice314","aspect::catalog","","2025-09-02T17:40:21.918Z","2025-09-19T18:33:31.837Z","","1","false","https://gitlab.com/atlas-datascience/lion/cicd/catalog/utility/-/issues/3"
"atlas-datascience/lion/cicd/catalog/utility","69912988","4","172886084","Implement build process in OPA pipeline","closed","rprice314","rprice314","aspect::catalog","","2025-09-02T17:46:46.618Z","2025-09-19T18:32:17.040Z","","2","false","https://gitlab.com/atlas-datascience/lion/cicd/catalog/utility/-/issues/4"
"atlas-datascience/lion/cicd/catalog/utility","69912988","5","172886183","Implement test process in OPA pipeline","closed","rprice314","rprice314","aspect::catalog","","2025-09-02T17:48:51.179Z","2025-09-19T18:31:16.001Z","","1","false","https://gitlab.com/atlas-datascience/lion/cicd/catalog/utility/-/issues/5"
"atlas-datascience/lion/cicd/catalog/utility","69912988","6","172886284","Implement deploy process in OPA pipeline","closed","rprice314","rprice314","aspect::catalog","","2025-09-02T17:52:07.436Z","2025-09-19T18:33:20.881Z","","1","false","https://gitlab.com/atlas-datascience/lion/cicd/catalog/utility/-/issues/6"
"atlas-datascience/lion/cicd/catalog/utility","69912988","7","173006597","Implement validation process in OPA pipeline","closed","rprice314","rprice314","aspect::catalog","","2025-09-04T15:03:39.653Z","2025-09-19T18:32:26.076Z","","1","false","https://gitlab.com/atlas-datascience/lion/cicd/catalog/utility/-/issues/7"
"atlas-datascience/lion/project-lion/paxium-policies","74119475","1","173007125","Create ic-ism sci controls opa policies","opened","rprice314","rprice314","Sprint Ready|aspect::catalog","","2025-09-04T15:13:22.010Z","2025-09-22T13:38:41.036Z","","1","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-policies/-/issues/1"
"atlas-datascience/lion/project-lion/paxium-policies","74119475","2","173007245","Create ic-ism comparted access opa policy","opened","rprice314","rprice314","Ready|aspect::catalog","","2025-09-04T15:15:01.283Z","2025-09-12T15:26:24.674Z","","2","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-policies/-/issues/2"
"atlas-datascience/lion/project-lion/paxium-policies","74119475","3","173007394","Create atomic energy markings ic-ism policy","opened","rprice314","rprice314","Sprint Ready|aspect::catalog","","2025-09-04T15:17:23.730Z","2025-09-22T13:38:49.654Z","","1","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-policies/-/issues/3"
"atlas-datascience/lion/project-lion/paxium-policies","74119475","4","173007496","Create rego policy for ic-ism dissemination controls","opened","rprice314","rprice314","Sprint Ready|aspect::catalog","","2025-09-04T15:19:43.358Z","2025-09-22T13:38:57.069Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-policies/-/issues/4"
"atlas-datascience/lion/project-lion/paxium-policies","74119475","5","173007777","Establish policy hierarchy","opened","rprice314","rprice314","Ready|aspect::catalog","","2025-09-04T15:27:04.259Z","2025-09-12T15:36:01.733Z","","5","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-policies/-/issues/5"
"atlas-datascience/lion/project-lion/paxium-policies","74119475","6","173008905","Create openmetadata admin policy","opened","rprice314","rprice314","Ready|aspect::catalog","","2025-09-04T15:53:30.684Z","2025-09-12T15:36:29.489Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-policies/-/issues/6"
"atlas-datascience/lion/project-lion/paxium-policies","74119475","7","173008968","Create openmetadata data steward policy","opened","rprice314","rprice314","Ready|aspect::catalog","","2025-09-04T15:55:14.705Z","2025-09-12T15:36:41.765Z","","1","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-policies/-/issues/7"
"atlas-datascience/lion/project-lion/paxium-policies","74119475","8","173009034","Create policy for openmetadata general users","opened","rprice314","rprice314","Ready|aspect::catalog","","2025-09-04T15:56:53.312Z","2025-09-12T15:36:46.216Z","","1","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-policies/-/issues/8"
"atlas-datascience/lion/project-lion/paxium-policies","74119475","9","173009187","Implement database structures for user role and policy management","opened","rprice314","rprice314","In Progress|Sprint Ready|aspect::catalog","","2025-09-04T16:00:55.403Z","2025-09-22T18:00:58.757Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-policies/-/issues/9"
"atlas-datascience/lion/project-lion/paxium-api","74013664","14","173084581","[Spike] Define single search source","closed","szahniy","szahniy","aspect::api","","2025-09-05T17:43:34.267Z","2025-09-19T19:29:11.318Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-api/-/issues/14"
"atlas-datascience/lion/infrastructure/aws/master-network","71529533","4","173087948","SPIKE:  Default Transit Gateway Spoke Route Blackhole investigation","opened","pierreo32","pierreo32","Under Review","","2025-09-05T19:26:17.933Z","2025-09-10T17:28:02.964Z","","","false","https://gitlab.com/atlas-datascience/lion/infrastructure/aws/master-network/-/work_items/4"
"atlas-datascience/lion/project-lion/data-ingestion-enrichment/ingestion-gateway","70663322","15","173102470","Undefined variable during show and tell","closed","chris.sonnenberg","chris.sonnenberg","","","2025-09-06T13:29:02.183Z","2025-09-09T12:33:35.950Z","","1","false","https://gitlab.com/atlas-datascience/lion/project-lion/data-ingestion-enrichment/ingestion-gateway/-/issues/15"
"atlas-datascience/lion/project-lion/paxium-api","74013664","15","173165507","[Spike] Identity Provider strategy","closed","szahniy","szahniy","aspect::api","","2025-09-08T13:48:40.122Z","2025-09-24T13:15:12.551Z","","5","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-api/-/issues/15"
"atlas-datascience/lion/project-lion/data-ingestion-enrichment/ingestion-gateway","70663322","16","173168336","Ingestion Gateway Terraform deploy template","opened","szahniy","alain.atemnkeng","Under Review|aspect::platform","","2025-09-08T14:29:39.316Z","2025-09-22T13:52:22.106Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/data-ingestion-enrichment/ingestion-gateway/-/issues/16"
"atlas-datascience/lion/project-lion/data-ingestion-enrichment/open-metadata-client","71561356","13","173168477","Enrichment Terraform deploy template","opened","szahniy","alain.atemnkeng","Under Review|aspect::enrichment","","2025-09-08T14:30:00.994Z","2025-09-19T18:22:32.533Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/data-ingestion-enrichment/open-metadata-client/-/issues/13"
"atlas-datascience/lion/project-lion/data-ingestion-enrichment/open-metadata-client","71561356","14","173170991","Implement Security Labeling via OPA","opened","roy.mayfield","johndmema","Under Review|aspect::enrichment","","2025-09-08T14:59:43.741Z","2025-09-25T13:28:54.797Z","","5","false","https://gitlab.com/atlas-datascience/lion/project-lion/data-ingestion-enrichment/open-metadata-client/-/issues/14"
"atlas-datascience/lion/project-lion/data-ingestion-enrichment/open-metadata-client","71561356","15","173174419","Test Lambda Layer for OPA WASM","closed","szahniy","johndmema","aspect::enrichment","","2025-09-08T15:31:46.360Z","2025-09-18T20:13:55.713Z","","5","false","https://gitlab.com/atlas-datascience/lion/project-lion/data-ingestion-enrichment/open-metadata-client/-/issues/15"
"atlas-datascience/lion/project-lion/data-ingestion-enrichment/open-metadata-client","71561356","16","173276501","Research Domains, Data Products and Assets in OM","closed","johndmema","johndmema","aspect::enrichment","","2025-09-09T20:20:52.240Z","2025-09-17T13:39:53.960Z","","1","false","https://gitlab.com/atlas-datascience/lion/project-lion/data-ingestion-enrichment/open-metadata-client/-/issues/16"
"atlas-datascience/lion/project-lion/schemas","71164198","5","173322233","Paxium API Response Schemas","closed","chris.sonnenberg","chris.sonnenberg","","","2025-09-10T14:36:55.948Z","2025-09-10T20:03:56.924Z","","1","false","https://gitlab.com/atlas-datascience/lion/project-lion/schemas/-/issues/5"
"atlas-datascience/lion/local-environment","70509031","10","173325718","Integrate EventBridge to direct events via filtering","opened","rcross3","","Ready|aspect::local","","2025-09-10T16:01:08.290Z","2025-09-30T14:13:38.624Z","","5","false","https://gitlab.com/atlas-datascience/lion/local-environment/-/issues/10"
"atlas-datascience/lion/project-lion/edge-connectors/edge-connector-geopdf","74338957","1","173329543","Edge-Conn-GeoPDF: Scaffold Project","closed","rcross3","rcross3","aspect::edge-connector","","2025-09-10T18:11:13.889Z","2025-09-19T17:59:45.938Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/edge-connectors/edge-connector-geopdf/-/issues/1"
"atlas-datascience/lion/project-lion/edge-connectors/edge-connector-geopdf","74338957","2","173329600","Edge-Conn-GeoPDF: Deploy to localstack","opened","rcross3","rcross3","In Progress|aspect::edge-connector","","2025-09-10T18:13:57.428Z","2025-09-26T18:17:05.663Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/edge-connectors/edge-connector-geopdf/-/issues/2"
"atlas-datascience/lion/project-lion/edge-connectors/edge-connector-geopdf","74338957","3","173329737","SPIKE: Geo-pdf extraction without gdal","closed","rcross3","rcross3","aspect::edge-connector","","2025-09-10T18:17:18.536Z","2025-09-19T18:25:24.877Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/edge-connectors/edge-connector-geopdf/-/issues/3"
"atlas-datascience/lion/project-lion/edge-connectors/edge-connector-geopdf","74338957","4","173329796","Edge Connector GeoPDF: Define build pipeline","opened","rcross3","","Ready|aspect::edge-connector","","2025-09-10T18:18:53.202Z","2025-09-18T19:29:33.668Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/edge-connectors/edge-connector-geopdf/-/issues/4"
"atlas-datascience/lion/project-lion/edge-connectors/edge-connector","70663067","54","173330298","Defend against race conditions for multi-asset files (.shp, cib)","closed","rcross3","rcross3","aspect::edge-connector","","2025-09-10T18:31:36.131Z","2025-09-26T16:12:01.455Z","","8","false","https://gitlab.com/atlas-datascience/lion/project-lion/edge-connectors/edge-connector/-/issues/54"
"atlas-datascience/lion/project-lion/edge-connectors/edge-connector","70663067","55","173330453","Backlog Creation/Refinement - Edge Connectors","closed","rcross3","rcross3","aspect::edge-connector","","2025-09-10T18:35:47.390Z","2025-09-19T14:52:33.791Z","","2","false","https://gitlab.com/atlas-datascience/lion/project-lion/edge-connectors/edge-connector/-/issues/55"
"atlas-datascience/lion/local-environment","70509031","41","173838738","Resarch and construct documentation for deploying and configuring core services supporting Paxium","closed","pierreo32","pierreo32","aspect::platform","","2025-09-12T16:23:51.462Z","2025-09-23T14:57:53.621Z","","5","false","https://gitlab.com/atlas-datascience/lion/local-environment/-/work_items/41"
"atlas-datascience/lion/devops","71509248","29","173674383","Resarch and construct documentation for deploying and configuring core services supporting Paxium","closed","pierreo32","pierreo32","Under Review|aspect::platform","","2025-09-12T16:23:51.462Z","2025-09-23T14:48:37.222Z","","5","false","https://gitlab.com/atlas-datascience/lion/devops/-/work_items/29"
"atlas-datascience/lion/project-lion/data-ingestion-enrichment/open-metadata-client","71561356","17","173408270","Resarch and construct documentation for deploying and configuring core services supporting Paxium","closed","pierreo32","pierreo32","Under Review|aspect::platform","","2025-09-12T16:23:51.462Z","2025-09-19T14:58:06.619Z","","5","false","https://gitlab.com/atlas-datascience/lion/project-lion/data-ingestion-enrichment/open-metadata-client/-/work_items/17"
"atlas-datascience/lion/local-environment","70509031","42","173838739","Service Architecture diagram for Paxium core","closed","pierreo32","pierreo32","aspect::platform","","2025-09-12T16:25:46.446Z","2025-09-23T14:57:34.726Z","","3","false","https://gitlab.com/atlas-datascience/lion/local-environment/-/work_items/42"
"atlas-datascience/lion/devops","71509248","30","173674385","Service Architecture diagram for Paxium core","closed","pierreo32","pierreo32","Under Review|aspect::platform","","2025-09-12T16:25:46.446Z","2025-09-23T14:48:39.318Z","","3","false","https://gitlab.com/atlas-datascience/lion/devops/-/work_items/30"
"atlas-datascience/lion/project-lion/data-ingestion-enrichment/open-metadata-client","71561356","18","173408317","Service Architecture diagram for Paxium core","closed","pierreo32","pierreo32","In Progress|aspect::platform","","2025-09-12T16:25:46.446Z","2025-09-19T17:10:54.717Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/data-ingestion-enrichment/open-metadata-client/-/work_items/18"
"atlas-datascience/lion/local-environment","70509031","44","173838744","Relational Architectural Diagram for Core Paxium compenents and AWS","opened","pierreo32","pierreo32","In Progress|aspect::platform","","2025-09-12T16:26:58.091Z","2025-09-23T15:04:10.642Z","","3","false","https://gitlab.com/atlas-datascience/lion/local-environment/-/work_items/44"
"atlas-datascience/lion/devops","71509248","31","173674390","Relational Architectural Diagram for Core Paxium compenents and AWS","closed","pierreo32","pierreo32","In Progress|aspect::platform","","2025-09-12T16:26:58.091Z","2025-09-23T14:48:42.937Z","","3","false","https://gitlab.com/atlas-datascience/lion/devops/-/work_items/31"
"atlas-datascience/lion/project-lion/data-ingestion-enrichment/open-metadata-client","71561356","19","173408345","Relational Architectural Diagram for Core Paxium compenents and AWS","closed","pierreo32","","Backlog|aspect::platform","","2025-09-12T16:26:58.091Z","2025-09-19T14:58:09.104Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/data-ingestion-enrichment/open-metadata-client/-/work_items/19"
"atlas-datascience/lion/local-environment","70509031","47","173838776","Network diagram for Master Network and Target VPC Integrations","closed","pierreo32","","Backlog|aspect::platform","","2025-09-12T16:28:25.432Z","2025-09-23T14:49:42.568Z","","2","false","https://gitlab.com/atlas-datascience/lion/local-environment/-/issues/47"
"atlas-datascience/lion/devops","71509248","34","173674475","Network diagram for Master Network and Target VPC Integrations","closed","pierreo32","","Backlog|aspect::platform","","2025-09-12T16:28:25.432Z","2025-09-23T14:49:42.220Z","","2","false","https://gitlab.com/atlas-datascience/lion/devops/-/issues/34"
"atlas-datascience/lion/project-lion/data-ingestion-enrichment/open-metadata-client","71561356","20","173408381","Network diagram for Master Network and Target VPC Integrations","closed","pierreo32","","Backlog|aspect::platform","","2025-09-12T16:28:25.432Z","2025-09-19T15:00:56.734Z","","2","false","https://gitlab.com/atlas-datascience/lion/project-lion/data-ingestion-enrichment/open-metadata-client/-/issues/20"
"atlas-datascience/lion/local-environment","70509031","43","173838742","Network Diagram for traffic flow of core Paxium components","opened","pierreo32","pierreo32","Under Review|aspect::platform","","2025-09-12T16:31:28.688Z","2025-09-29T18:58:38.332Z","","3","false","https://gitlab.com/atlas-datascience/lion/local-environment/-/work_items/43"
"atlas-datascience/lion/devops","71509248","32","173674391","Network Diagram for traffic flow of core Paxium components","closed","pierreo32","pierreo32","Sprint Ready|aspect::platform","","2025-09-12T16:31:28.688Z","2025-09-23T14:48:41.120Z","","3","false","https://gitlab.com/atlas-datascience/lion/devops/-/work_items/32"
"atlas-datascience/lion/project-lion/data-ingestion-enrichment/open-metadata-client","71561356","21","173408460","Network Diagram for traffic flow of core Paxium components","closed","pierreo32","","Backlog|aspect::platform","","2025-09-12T16:31:28.688Z","2025-09-19T14:58:10.206Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/data-ingestion-enrichment/open-metadata-client/-/work_items/21"
"atlas-datascience/lion/local-environment","70509031","45","173838748","[Spike] Ticket Creation for Paxium Resource Deploy","opened","pierreo32","pierreo32","Sprint Ready|aspect::platform","","2025-09-12T16:32:43.436Z","2025-09-23T15:08:57.754Z","","1","false","https://gitlab.com/atlas-datascience/lion/local-environment/-/issues/45"
"atlas-datascience/lion/devops","71509248","33","173674421","[Spike] Ticket Creation for Paxium Resource Deploy","closed","pierreo32","pierreo32","Sprint Ready|aspect::platform","","2025-09-12T16:32:43.436Z","2025-09-23T14:48:44.996Z","","1","false","https://gitlab.com/atlas-datascience/lion/devops/-/issues/33"
"atlas-datascience/lion/project-lion/data-ingestion-enrichment/open-metadata-client","71561356","22","173408482","Ticket Creation for Paxium Resource Deploy","closed","pierreo32","","Backlog|aspect::platform","","2025-09-12T16:32:43.436Z","2025-09-19T14:59:09.230Z","","1","false","https://gitlab.com/atlas-datascience/lion/project-lion/data-ingestion-enrichment/open-metadata-client/-/issues/22"
"atlas-datascience/lion/project-lion/paxium-policies","74119475","10","173575676","Create Tagging Rego Policy","closed","rprice314","rprice314","aspect::catalog","","2025-09-17T14:11:09.662Z","2025-09-19T18:36:14.028Z","","2","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-policies/-/issues/10"
"atlas-datascience/lion/project-lion/paxium-policies","74119475","11","173575858","Enhance OPA Pipeline to Support Multiple WASMs","closed","rprice314","rprice314","aspect::catalog","","2025-09-17T14:15:20.992Z","2025-09-19T18:37:24.538Z","","2","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-policies/-/issues/11"
"atlas-datascience/lion/project-lion/paxium-access-broker","74557728","8","173838335","ADR: Access Broker architecture and trade-offs","opened","szahniy","szahniy","Sprint Ready|aspect::access-broker","","2025-09-18T19:16:16.831Z","2025-09-23T14:39:41.934Z","","5","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-access-broker/-/issues/8"
"atlas-datascience/lion/devops","71509248","15","173630413","ADR: Access Broker architecture and trade-offs","closed","szahniy","szahniy","Sprint Ready|aspect::access-broker","","2025-09-18T19:16:16.831Z","2025-09-24T13:17:33.887Z","","5","false","https://gitlab.com/atlas-datascience/lion/devops/-/issues/15"
"atlas-datascience/lion/project-lion/data-ingestion-enrichment/open-metadata-client","71561356","23","173631931","Implement Domains, Data Products and Assets","closed","johndmema","johndmema","aspect::enrichment","","2025-09-18T20:13:15.486Z","2025-09-19T17:47:25.328Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/data-ingestion-enrichment/open-metadata-client/-/issues/23"
"atlas-datascience/lion/local-environment","70509031","28","173838716","Create OpenNext SSR blueprint for paxium-web behind CloudFront","opened","szahniy","","Backlog|aspect::platform","","2025-09-18T23:45:21.480Z","2025-09-23T14:48:09.608Z","","5","false","https://gitlab.com/atlas-datascience/lion/local-environment/-/issues/28"
"atlas-datascience/lion/devops","71509248","16","173637203","Create OpenNext SSR blueprint for paxium-web behind CloudFront","closed","szahniy","","Backlog|aspect::platform","","2025-09-18T23:45:21.480Z","2025-09-23T14:48:08.983Z","","5","false","https://gitlab.com/atlas-datascience/lion/devops/-/issues/16"
"atlas-datascience/lion/local-environment","70509031","29","173838717","SSG blueprint for paxium-web on S3 + CloudFront","opened","szahniy","","Backlog|aspect::platform","","2025-09-18T23:45:51.433Z","2025-09-23T14:48:12.153Z","","3","false","https://gitlab.com/atlas-datascience/lion/local-environment/-/issues/29"
"atlas-datascience/lion/devops","71509248","17","173637212","SSG blueprint for paxium-web on S3 + CloudFront","closed","szahniy","","Backlog|aspect::platform","","2025-09-18T23:45:51.433Z","2025-09-23T14:48:11.540Z","","3","false","https://gitlab.com/atlas-datascience/lion/devops/-/issues/17"
"atlas-datascience/lion/local-environment","70509031","30","173838718","API Gateway HTTP API + Lambda baseline for paxium-api","closed","szahniy","","","","2025-09-18T23:46:12.630Z","2025-09-23T14:48:13.049Z","","","false","https://gitlab.com/atlas-datascience/lion/local-environment/-/issues/30"
"atlas-datascience/lion/devops","71509248","18","173637215","API Gateway HTTP API + Lambda baseline for paxium-api","closed","szahniy","","","","2025-09-18T23:46:12.630Z","2025-09-23T14:48:12.865Z","","","false","https://gitlab.com/atlas-datascience/lion/devops/-/issues/18"
"atlas-datascience/lion/local-environment","70509031","31","173838720","Centralized Secrets Manager scaffolding for envs","opened","szahniy","","Backlog|aspect::platform","","2025-09-18T23:47:13.508Z","2025-09-23T14:48:15.403Z","","3","false","https://gitlab.com/atlas-datascience/lion/local-environment/-/issues/31"
"atlas-datascience/lion/devops","71509248","19","173637225","Centralized Secrets Manager scaffolding for envs","closed","szahniy","","Backlog|aspect::platform","","2025-09-18T23:47:13.508Z","2025-09-23T14:48:14.466Z","","3","false","https://gitlab.com/atlas-datascience/lion/devops/-/issues/19"
"atlas-datascience/lion/local-environment","70509031","32","173838722","OPA Wasm Lambda Layer packaging and publish","opened","szahniy","","Backlog|aspect::platform","","2025-09-18T23:47:41.955Z","2025-09-23T14:48:17.199Z","","3","false","https://gitlab.com/atlas-datascience/lion/local-environment/-/issues/32"
"atlas-datascience/lion/devops","71509248","20","173637230","OPA Wasm Lambda Layer packaging and publish","closed","szahniy","","Backlog|aspect::platform","","2025-09-18T23:47:41.955Z","2025-09-23T14:48:16.737Z","","3","false","https://gitlab.com/atlas-datascience/lion/devops/-/issues/20"
"atlas-datascience/lion/local-environment","70509031","33","173838724","Policy bundle bucket with versioning and SNS notify","opened","szahniy","","Backlog|aspect::platform","","2025-09-18T23:48:14.350Z","2025-09-23T14:48:19.711Z","","3","false","https://gitlab.com/atlas-datascience/lion/local-environment/-/issues/33"
"atlas-datascience/lion/devops","71509248","21","173637233","Policy bundle bucket with versioning and SNS notify","closed","szahniy","","Backlog|aspect::platform","","2025-09-18T23:48:14.350Z","2025-09-23T14:48:18.784Z","","3","false","https://gitlab.com/atlas-datascience/lion/devops/-/issues/21"
"atlas-datascience/lion/local-environment","70509031","34","173838726","Kinesis events-raw stream baseline for audit/events","closed","szahniy","","Backlog|aspect::platform","","2025-09-18T23:48:38.103Z","2025-09-23T14:48:20.917Z","","3","false","https://gitlab.com/atlas-datascience/lion/local-environment/-/issues/34"
"atlas-datascience/lion/devops","71509248","22","173637236","Kinesis events-raw stream baseline for audit/events","closed","szahniy","","Backlog|aspect::platform","","2025-09-18T23:48:38.103Z","2025-09-23T14:48:20.712Z","","3","false","https://gitlab.com/atlas-datascience/lion/devops/-/issues/22"
"atlas-datascience/lion/local-environment","70509031","35","173838727","Local dev docker-compose: OM + Postgres + OpenSearch","closed","szahniy","","Backlog|aspect::platform","","2025-09-18T23:49:04.049Z","2025-09-23T14:48:22.273Z","","3","false","https://gitlab.com/atlas-datascience/lion/local-environment/-/issues/35"
"atlas-datascience/lion/devops","71509248","23","173637241","Local dev docker-compose: OM + Postgres + OpenSearch","closed","szahniy","","Backlog|aspect::platform","","2025-09-18T23:49:04.049Z","2025-09-23T14:48:22.053Z","","3","false","https://gitlab.com/atlas-datascience/lion/devops/-/issues/23"
"atlas-datascience/lion/local-environment","70509031","36","173838729","GitLab CI templates library adoption guide","opened","szahniy","","Backlog|aspect::platform","","2025-09-18T23:49:34.965Z","2025-09-23T14:48:24.147Z","","2","false","https://gitlab.com/atlas-datascience/lion/local-environment/-/issues/36"
"atlas-datascience/lion/devops","71509248","24","173637245","GitLab CI templates library adoption guide","closed","szahniy","","Backlog|aspect::platform","","2025-09-18T23:49:34.965Z","2025-09-23T14:48:23.111Z","","2","false","https://gitlab.com/atlas-datascience/lion/devops/-/issues/24"
"atlas-datascience/lion/local-environment","70509031","37","173838730","OpenSearch ingest pipeline for custom props JSON parse","opened","szahniy","","Backlog|aspect::platform","","2025-09-18T23:50:00.472Z","2025-09-23T14:48:26.082Z","","3","false","https://gitlab.com/atlas-datascience/lion/local-environment/-/issues/37"
"atlas-datascience/lion/devops","71509248","25","173637255","OpenSearch ingest pipeline for custom props JSON parse","closed","szahniy","","Backlog|aspect::platform","","2025-09-18T23:50:00.472Z","2025-09-23T14:48:25.237Z","","3","false","https://gitlab.com/atlas-datascience/lion/devops/-/issues/25"
"atlas-datascience/lion/local-environment","70509031","38","173838731","Edge Connector minimal deployment template for customer account","opened","szahniy","","Backlog|aspect::platform","","2025-09-18T23:50:26.213Z","2025-09-23T14:48:27.844Z","","5","false","https://gitlab.com/atlas-datascience/lion/local-environment/-/issues/38"
"atlas-datascience/lion/devops","71509248","26","173637260","Edge Connector minimal deployment template for customer account","closed","szahniy","","Backlog|aspect::platform","","2025-09-18T23:50:26.213Z","2025-09-23T14:48:27.152Z","","5","false","https://gitlab.com/atlas-datascience/lion/devops/-/issues/26"
"atlas-datascience/lion/local-environment","70509031","39","173838732","Blueprint: single-tenant OpenMetadata stack","opened","szahniy","","Backlog|aspect::platform","","2025-09-18T23:51:24.485Z","2025-09-23T14:48:33.701Z","","8","false","https://gitlab.com/atlas-datascience/lion/local-environment/-/issues/39"
"atlas-datascience/lion/devops","71509248","27","173637271","Blueprint: single-tenant OpenMetadata stack","closed","szahniy","","Backlog|aspect::platform","","2025-09-18T23:51:24.485Z","2025-09-23T14:48:31.309Z","","8","false","https://gitlab.com/atlas-datascience/lion/devops/-/issues/27"
"atlas-datascience/lion/local-environment","70509031","11","173637310","ADR: IdP claims and group-to-role mapping","opened","szahniy","","Ready|aspect::local","","2025-09-18T23:54:03.723Z","2025-09-26T15:15:34.966Z","","5","false","https://gitlab.com/atlas-datascience/lion/local-environment/-/issues/11"
"atlas-datascience/lion/local-environment","70509031","12","173637333","Keycloak realm export for dev with OIDC clients","opened","szahniy","","Ready|aspect::local","","2025-09-18T23:55:26.237Z","2025-09-26T15:18:10.113Z","","3","false","https://gitlab.com/atlas-datascience/lion/local-environment/-/issues/12"
"atlas-datascience/lion/local-environment","70509031","13","173637341","Auth patterns for SSR and browser","opened","szahniy","","Backlog|aspect::local","","2025-09-18T23:55:49.658Z","2025-09-18T23:55:49.658Z","","3","false","https://gitlab.com/atlas-datascience/lion/local-environment/-/issues/13"
"atlas-datascience/lion/project-lion/paxium-policies","74119475","12","173637383","Policy bundle CI: lint, test, Wasm build, S3 publish","closed","szahniy","rprice314","Backlog|aspect::policy","","2025-09-18T23:59:05.509Z","2025-09-22T18:00:29.446Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-policies/-/issues/12"
"atlas-datascience/lion/project-lion/paxium-policies","74119475","13","173637391","OPA input schema package in @paxium/schemas","opened","szahniy","","Ready|aspect::policy","","2025-09-18T23:59:53.192Z","2025-09-26T15:13:09.510Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-policies/-/issues/13"
