Project,project_id,issue_iid,issue_id,title,state,author,assignees,labels,milestone,created_at,updated_at,due_date,weight,confidential,web_url,full_text
"atlas-datascience/lion/project-lion/paxium-api","74013664","8","172612116","Aggregated GET /v1/search endpoint","opened","szahniy","chris.sonnenberg","In Progress|aspect::api","","2025-08-29T12:33:09.125Z","2025-09-25T20:58:00.796Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-api/-/issues/8","ISSUE TITLE: Aggregated GET /v1/search endpoint STATE: opened AUTHOR: szahniy CREATED: 2025-08-29T12:33:09.125Z LABELS: In Progress, aspect::api ASSIGNEES: chris.sonnenberg DESCRIPTION: Finalize and document the facet bucket schema returned by /v1/search so UI and SDK can code to a stable contract. Align with Search and Discovery and the Search backend source-of-truth ADR.  **Acceptance criteria:**  - Call Open Metadata search API and return it's result. - Facet schema is documented in OpenAPI and @lion/schemas. - Contract tests validate facet shapes and ordering rules. - A sample response fixture is published for SDK and UI tests. - Any breaking change is captured in a migration note. COMMENTS: None"
"atlas-datascience/lion/project-lion/paxium-api","74013664","9","172612120","Error response normalizer","opened","szahniy","chris.sonnenberg","Sprint Ready|aspect::api","","2025-08-29T12:33:12.872Z","2025-09-22T15:18:28.243Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-api/-/issues/9","ISSUE TITLE: Error response normalizer STATE: opened AUTHOR: szahniy CREATED: 2025-08-29T12:33:12.872Z LABELS: Sprint Ready, aspect::api ASSIGNEES: chris.sonnenberg DESCRIPTION: Define and implement a small errors with stable `code` values and human messages. Normalize downstream errors from OpenMetadata and OpenSearch.  **Acceptance criteria**  * Identify Custom vs Existing NPM module to unify error responses * Errors return `{ code, message, details? }` with HTTP status aligned. * Mapped errors documented in the OpenAPI. COMMENTS: None"
"atlas-datascience/lion/project-lion/paxium-api","74013664","10","172612123","Observability and correlation","opened","szahniy","","Ready|aspect::api","","2025-08-29T12:33:17.778Z","2025-09-18T20:31:45.842Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-api/-/issues/10","ISSUE TITLE: Observability and correlation STATE: opened AUTHOR: szahniy CREATED: 2025-08-29T12:33:17.778Z LABELS: Ready, aspect::api ASSIGNEES:  DESCRIPTION: Add structured JSON logs with request id, route, status, latency in ms, policy version and decision outcome. Trace the call into downstream systems.  Typical fields:  ```json {   """"ts"""":""""2025-09-04T12:00:00Z"""",   """"reqId"""":""""r-abc"""",   """"tenant"""":""""t-1"""",   """"user"""":""""u-123"""",   """"route"""":""""GET /v1/search"""",   """"status"""":200,   """"latencyMs"""":142,   """"policyVersion"""":""""20250904-001"""",   """"decision"""":""""allow"""" } ```  **Acceptance criteria**  * new custom CloudWatch Log Group `paxium-audit-trails` created to store API Audit Trail logs COMMENTS: None"
"atlas-datascience/lion/project-lion/paxium-api","74013664","11","172612124","CI and CD in GitLab","opened","szahniy","","Ready|aspect::api","","2025-08-29T12:33:22.266Z","2025-09-18T19:09:18.645Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-api/-/issues/11","ISSUE TITLE: CI and CD in GitLab STATE: opened AUTHOR: szahniy CREATED: 2025-08-29T12:33:22.266Z LABELS: Ready, aspect::api ASSIGNEES:  DESCRIPTION: Create GitLab pipeline with jobs for lint, typecheck, test, build, release, and deploy to `dev`.   **Acceptance criteria**  - Pipeline runs on MR and main, caches deps, lints, tests, builds. - dev deploy job deploys a hello route to API Gateway. - Badge and pipeline minutes documented in README. COMMENTS: None"
"atlas-datascience/lion/project-lion/paxium-api","74013664","12","172612127","Stage config","opened","szahniy","","Backlog|Parking Lot|aspect::api","","2025-08-29T12:33:26.483Z","2025-09-18T20:32:41.136Z","","2","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-api/-/issues/12","ISSUE TITLE: Stage config STATE: opened AUTHOR: szahniy CREATED: 2025-08-29T12:33:26.483Z LABELS: Backlog, Parking Lot, aspect::api ASSIGNEES:  DESCRIPTION: Add a strongly typed stage configuration loader and include stage and policy bundle id in the /version endpoint. Keep configuration explicit and testable.  **Acceptance criteria:** - Stage config types and loader are implemented with defaults. - /version returns stage name and current policy bundle id. - Missing or invalid config fails fast with a clear error. - Unit tests cover dev and stage configurations. COMMENTS: None"
"atlas-datascience/lion/project-lion/paxium-sdk-typescript","74013678","1","172612261","Initialize paxium-sdk-typescript repo and tooling","opened","szahniy","","Backlog|Parking Lot|aspect::sdk","","2025-08-29T12:40:00.940Z","2025-09-19T15:12:29.602Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-sdk-typescript/-/issues/1","ISSUE TITLE: Initialize paxium-sdk-typescript repo and tooling STATE: opened AUTHOR: szahniy CREATED: 2025-08-29T12:40:00.940Z LABELS: Backlog, Parking Lot, aspect::sdk ASSIGNEES:  DESCRIPTION: Scaffold package.json, tsconfig, linting, formatting. Configure `.npmrc` to pull `@paxium/*` from GitLab Packages.  **Acceptance criteria**  * Repo builds and lints locally. * `.npmrc` maps `@paxium` scope to GitLab registry. * Basic CI pipeline runs typecheck and lint on merge requests. COMMENTS: None"
"atlas-datascience/lion/project-lion/paxium-sdk-typescript","74013678","2","172612266","Contracts dependency and AJV response validation","opened","szahniy","","Backlog|Parking Lot|aspect::sdk","","2025-08-29T12:40:07.948Z","2025-09-19T15:12:29.887Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-sdk-typescript/-/issues/2","ISSUE TITLE: Contracts dependency and AJV response validation STATE: opened AUTHOR: szahniy CREATED: 2025-08-29T12:40:07.948Z LABELS: Backlog, Parking Lot, aspect::sdk ASSIGNEES:  DESCRIPTION: Add `@paxium/schemas` as a dependency, import OpenAPI 3.1 JSON Schema.  **Acceptance criteria**  * Types and schemas available to consumers via top-level exports. COMMENTS: None"
"atlas-datascience/lion/project-lion/paxium-sdk-typescript","74013678","3","172612267","Core HTTP client with adapters","opened","szahniy","","Backlog|Parking Lot|aspect::sdk","","2025-08-29T12:40:14.018Z","2025-09-19T15:12:30.096Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-sdk-typescript/-/issues/3","ISSUE TITLE: Core HTTP client with adapters STATE: opened AUTHOR: szahniy CREATED: 2025-08-29T12:40:14.018Z LABELS: Backlog, Parking Lot, aspect::sdk ASSIGNEES:  DESCRIPTION: Implement a lightweight HTTP client with pluggable fetch adapters for Node and browser, baseUrl config, default headers, and exponential backoff for idempotent requests.  **Acceptance criteria**  * Node and browser adapters pass unit tests. * Configurable retry policy for GET requests. * Set User-Agent and X-Sdk-Version headers. COMMENTS: None"
"atlas-datascience/lion/project-lion/paxium-sdk-typescript","74013678","4","172612270","Auth token injection","opened","szahniy","","Backlog|Parking Lot|aspect::sdk","","2025-08-29T12:40:18.476Z","2025-09-19T15:12:30.320Z","","5","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-sdk-typescript/-/issues/4","ISSUE TITLE: Auth token injection STATE: opened AUTHOR: szahniy CREATED: 2025-08-29T12:40:18.476Z LABELS: Backlog, Parking Lot, aspect::sdk ASSIGNEES:  DESCRIPTION: Add `getToken()` callback support. On each request, attach `Authorization: Bearer` when the callback returns a token.  **Acceptance criteria**  * Requests include Authorization when token exists. COMMENTS: None"
"atlas-datascience/lion/project-lion/paxium-sdk-typescript","74013678","5","172612273","Error taxonomy and normalization","opened","szahniy","","Backlog|Parking Lot|aspect::sdk","","2025-08-29T12:40:23.073Z","2025-09-19T15:12:30.542Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-sdk-typescript/-/issues/5","ISSUE TITLE: Error taxonomy and normalization STATE: opened AUTHOR: szahniy CREATED: 2025-08-29T12:40:23.073Z LABELS: Backlog, Parking Lot, aspect::sdk ASSIGNEES:  DESCRIPTION: Normalize API errors into a stable `{ code, message, details? }` shape. Preserve policy denial metadata and correlation id for troubleshooting.  **Acceptance criteria**  * Typed error classes with discriminated unions exported. * Deny responses include ruleId and human reason when present. COMMENTS: None"
"atlas-datascience/lion/project-lion/paxium-sdk-typescript","74013678","7","172612278","Search query builder","opened","szahniy","","Backlog|Parking Lot|aspect::sdk","","2025-08-29T12:40:30.934Z","2025-09-19T15:12:30.745Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-sdk-typescript/-/issues/7","ISSUE TITLE: Search query builder STATE: opened AUTHOR: szahniy CREATED: 2025-08-29T12:40:30.934Z LABELS: Backlog, Parking Lot, aspect::sdk ASSIGNEES:  DESCRIPTION: Create a builder that supports text, facets, bbox, and optional GeoJSON bodies for large AOIs. Ensure GET and POST parity and guard against unsafe URL lengths.  **Acceptance criteria:** - Builder composes both GET and POST requests with types. - Parity tests show equal results across methods for same inputs. - URL length checks are documented and enforced. - Examples include bbox and polygon searches. COMMENTS: None"
"atlas-datascience/lion/project-lion/paxium-sdk-typescript","74013678","8","172612281","Assets client","opened","szahniy","","Backlog|Parking Lot|aspect::sdk","","2025-08-29T12:40:36.538Z","2025-09-19T15:12:30.958Z","","2","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-sdk-typescript/-/issues/8","ISSUE TITLE: Assets client STATE: opened AUTHOR: szahniy CREATED: 2025-08-29T12:40:36.538Z LABELS: Backlog, Parking Lot, aspect::sdk ASSIGNEES:  DESCRIPTION: Implement assets.getById(id) that returns a normalized model with geo fields and policy-filtered attributes. Map API errors into a consistent SDK error type.  **Acceptance criteria:** - Function returns typed asset details and handles missing fields. - Errors are normalized and include a machine code. - An example renders the response in a small UI snippet. - Tests validate both happy and error paths. COMMENTS: None"
"atlas-datascience/lion/project-lion/paxium-sdk-typescript","74013678","9","172612284","Access flow wrappers","opened","szahniy","","Backlog|Parking Lot|aspect::sdk","","2025-08-29T12:40:41.503Z","2025-09-19T15:12:31.167Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-sdk-typescript/-/issues/9","ISSUE TITLE: Access flow wrappers STATE: opened AUTHOR: szahniy CREATED: 2025-08-29T12:40:41.503Z LABELS: Backlog, Parking Lot, aspect::sdk ASSIGNEES:  DESCRIPTION: Add requestAccess and getDownloadLink wrappers that propagate decision headers and handle error envelopes. Keep the API surface minimal and predictable.  **Acceptance criteria:** - Both functions are exported with strict types. - Decision headers are exposed to callers. - Unit tests cover allow and deny outcomes. - Example usage is added to the docs. COMMENTS: None"
"atlas-datascience/lion/project-lion/paxium-sdk-typescript","74013678","10","172612286","Pagination helpers and cursors","opened","szahniy","","Backlog|Parking Lot|aspect::sdk","","2025-08-29T12:40:45.061Z","2025-09-19T15:12:31.369Z","","2","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-sdk-typescript/-/issues/10","ISSUE TITLE: Pagination helpers and cursors STATE: opened AUTHOR: szahniy CREATED: 2025-08-29T12:40:45.061Z LABELS: Backlog, Parking Lot, aspect::sdk ASSIGNEES:  DESCRIPTION: Provide typed helpers for nextCursor, prevCursor, and limit to reduce repeated pagination logic. Ensure helper behavior matches API Standards and works with deep links.  **Acceptance criteria:** - Helpers are exported with TypeScript types and JSDoc. - Unit tests cover start, middle, and end-of-list edges. - Examples show deep-link cursor restoration. - Breaking changes are documented in the changelog. COMMENTS: None"
"atlas-datascience/lion/project-lion/paxium-sdk-typescript","74013678","11","172612293","Docs and examples","opened","szahniy","","Backlog|Parking Lot|aspect::sdk","","2025-08-29T12:40:56.082Z","2025-09-19T15:12:31.560Z","","2","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-sdk-typescript/-/issues/11","ISSUE TITLE: Docs and examples STATE: opened AUTHOR: szahniy CREATED: 2025-08-29T12:40:56.082Z LABELS: Backlog, Parking Lot, aspect::sdk ASSIGNEES:  DESCRIPTION: Author concise documentation and runnable examples for SSR and browser usage. Show token injection, error handling, and search calls. Link to API Standards and UI integration notes.  **Acceptance criteria:** - README includes SSR and browser quick starts. - An examples folder contains a runnable sample app. - Examples cover search and asset detail calls. - Docs describe how to plug in a token provider. COMMENTS: None"
"atlas-datascience/lion/project-lion/paxium-sdk-typescript","74013678","12","172612302","CI and release to GitLab Packages","opened","szahniy","","Backlog|Parking Lot|aspect::sdk","","2025-08-29T12:41:05.618Z","2025-09-19T15:12:31.769Z","","2","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-sdk-typescript/-/issues/12","ISSUE TITLE: CI and release to GitLab Packages STATE: opened AUTHOR: szahniy CREATED: 2025-08-29T12:41:05.618Z LABELS: Backlog, Parking Lot, aspect::sdk ASSIGNEES:  DESCRIPTION: Set up CI to lint, test, build, and publish the SDK to the GitLab Package Registry. Use semantic-release for automated versioning and changelogs. Keep the process reproducible and documented for consumers.  **Acceptance criteria:** - CI runs lint, tests, and build on MRs and main. - Package publishes to the group registry with semantic-release. - A consumer repo installs the package successfully in a demo. - CHANGELOG updates automatically with each release. COMMENTS: None"
"atlas-datascience/lion/project-lion/paxium-api","74013664","13","172614274","[Spike] pick a lightweight Postgres library and standardize usage","opened","szahniy","chris.sonnenberg","Sprint Ready|aspect::api","","2025-08-29T13:26:57.400Z","2025-09-22T15:18:34.642Z","","1","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-api/-/issues/13","ISSUE TITLE: [Spike] pick a lightweight Postgres library and standardize usage STATE: opened AUTHOR: szahniy CREATED: 2025-08-29T13:26:57.400Z LABELS: Sprint Ready, aspect::api ASSIGNEES: chris.sonnenberg DESCRIPTION: Validate a small, single-library approach for Postgres that we can reuse across Lion services without a heavy ORM. Compare candidates for Lambda friendliness, pooled connections, migrations compatibility, and typed query ergonomics. Produce an ADR and a minimal wrapper that standardizes connection, retries, and transactions.  **Acceptance criteria**  - ADR merged selecting one library with rationale and a deprecation path if we switch later.  - PoC module committed that exposes getPool(), withTx(fn), basic query builder usage, and sensible timeouts. COMMENTS: None"
"atlas-datascience/lion/project-lion/paxium-web","74013701","1","172614342","Spike: ADR for UI deployment models (our cloud vs customer cloud, SSR vs SSG)","closed","szahniy","szahniy","aspect::web","","2025-08-29T13:29:13.951Z","2025-09-19T19:29:14.488Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-web/-/issues/1","ISSUE TITLE: Spike: ADR for UI deployment models (our cloud vs customer cloud, SSR vs SSG) STATE: closed AUTHOR: szahniy CREATED: 2025-08-29T13:29:13.951Z LABELS: aspect::web ASSIGNEES: szahniy DESCRIPTION: Document deployment options for the Web UI in two dimensions, where we host vs customer hosts, and SSR vs SSG. Cover AWS, Azure, and GCP equivalents with reference architectures, routing, caching, secrets, and CI flows. Deliver a decision tree so ops can pick the right model per tenant.  **Acceptance criteria**  - ADR merged with a matrix that maps AWS, Azure, GCP for SSR and SSG, including core services and pros/cons.  - Three reference diagrams and high level IaC outlines per model, including required env vars and secrets handling.  - Decision tree with guardrails, for example when to choose SSG in customer cloud vs SSR in our cloud, plus rollback notes. COMMENTS: None"
"atlas-datascience/lion/local-environment","70509031","27","173838712","[Spike] semantic release standards and CI templates","opened","szahniy","","Ready|aspect::platform","","2025-08-29T13:33:04.886Z","2025-09-23T14:48:07.562Z","","3","false","https://gitlab.com/atlas-datascience/lion/local-environment/-/issues/27","ISSUE TITLE: [Spike] semantic release standards and CI templates STATE: opened AUTHOR: szahniy CREATED: 2025-08-29T13:33:04.886Z LABELS: Ready, aspect::platform ASSIGNEES:  DESCRIPTION: Define how we use semantic-release across repos, including commit scopes, versioning rules for @lion/schemas, SDK, API, and how multi-project triggers propagate.   **Acceptance criteria**  - Versioning policy doc merged, clarifying MAJOR/MINOR/PATCH for contracts and how SDK pins ^major.minor. COMMENTS: None"
"atlas-datascience/lion/devops","71509248","14","172614460","[Spike] semantic release standards and CI templates","closed","szahniy","","Ready|aspect::platform","","2025-08-29T13:33:04.886Z","2025-09-23T14:48:06.947Z","","3","false","https://gitlab.com/atlas-datascience/lion/devops/-/issues/14","ISSUE TITLE: [Spike] semantic release standards and CI templates STATE: closed AUTHOR: szahniy CREATED: 2025-08-29T13:33:04.886Z LABELS: Ready, aspect::platform ASSIGNEES:  DESCRIPTION: Define how we use semantic-release across repos, including commit scopes, versioning rules for @lion/schemas, SDK, API, and how multi-project triggers propagate.   **Acceptance criteria**  - Versioning policy doc merged, clarifying MAJOR/MINOR/PATCH for contracts and how SDK pins ^major.minor. COMMENTS: None"
"atlas-datascience/lion/project-lion/paxium-web","74013701","2","172614666","Spike: Finalize navigation and route protection","closed","szahniy","","Backlog|aspect::web","","2025-08-29T13:40:01.190Z","2025-09-19T14:48:02.006Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-web/-/issues/2","ISSUE TITLE: Spike: Finalize navigation and route protection STATE: closed AUTHOR: szahniy CREATED: 2025-08-29T13:40:01.190Z LABELS: Backlog, aspect::web ASSIGNEES:  DESCRIPTION: Decide the MVP page map  **Acceptance criteria**  * Documented sitemap with routes (`/search`, `/assets/[id]`). COMMENTS: None"
"atlas-datascience/lion/project-lion/paxium-web","74013701","3","172614668","Initialize paxium-web repo and scaffolding","closed","szahniy","johndmema","aspect::web","","2025-08-29T13:40:08.827Z","2025-09-19T18:48:32.666Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-web/-/issues/3","ISSUE TITLE: Initialize paxium-web repo and scaffolding STATE: closed AUTHOR: szahniy CREATED: 2025-08-29T13:40:08.827Z LABELS: aspect::web ASSIGNEES: johndmema DESCRIPTION: Create GitLab repo with Next.js App Router, TypeScript, Tailwind, and shared configs from `@paxium/schemas`. Add basic folder structure and local run scripts.  **Acceptance criteria**  * Repo builds and runs locally with `next dev`. * Tailwind and ESLint from `@paxium/schemas` applied and passing. * `.npmrc` maps `@paxium` scope to GitLab Packages. COMMENTS: None"
"atlas-datascience/lion/project-lion/paxium-web","74013701","4","172614675","CI and deploy pipelines for SSR or SSG","opened","szahniy","","Backlog|aspect::web","","2025-08-29T13:40:17.470Z","2025-09-19T19:03:08.293Z","","2","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-web/-/issues/4","ISSUE TITLE: CI and deploy pipelines for SSR or SSG STATE: opened AUTHOR: szahniy CREATED: 2025-08-29T13:40:17.470Z LABELS: Backlog, aspect::web ASSIGNEES:  DESCRIPTION: Update the web pipeline to build SSR and SSG artifacts and deploy to the matching devops blueprint. Provide a single pipeline variable to choose SSR vs SSG per run. Reference the WEB/UI strategy and devops blueprints.  **Acceptance criteria:** - Pipeline builds SSR and SSG outputs and artifacts are retained. - Deploy job targets the SSR or SSG blueprint based on a variable. - Rollback steps are documented in the job logs and README. - A green deployment link is posted as a pipeline artifact. COMMENTS: None"
"atlas-datascience/lion/project-lion/paxium-web","74013701","5","172614691","Auth middleware and session handling","closed","szahniy","johndmema","aspect::web","","2025-08-29T13:40:36.693Z","2025-09-18T20:18:33.022Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-web/-/issues/5","ISSUE TITLE: Auth middleware and session handling STATE: closed AUTHOR: szahniy CREATED: 2025-08-29T13:40:36.693Z LABELS: aspect::web ASSIGNEES: johndmema DESCRIPTION: Add Next middleware to enforce auth on protected routes.  **Acceptance criteria**  * Unauthenticated users on protected routes are redirected to sign-in. * Expired tokens result in a clean re-auth path. COMMENTS: None"
"atlas-datascience/lion/project-lion/paxium-web","74013701","6","172614695","SDK integration and environment config","opened","szahniy","","Backlog|Parking Lot|aspect::web","","2025-08-29T13:40:40.511Z","2025-09-19T15:45:15.892Z","","2","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-web/-/issues/6","ISSUE TITLE: SDK integration and environment config STATE: opened AUTHOR: szahniy CREATED: 2025-08-29T13:40:40.511Z LABELS: Backlog, Parking Lot, aspect::web ASSIGNEES:  DESCRIPTION: Integrate the TypeScript SDK and centralize environment configuration for dev and stage. Implement SSR token injection per the local environment guide, and ensure base URLs can be switched without code changes.  **Acceptance criteria:** - SDK is configured via env and used for all API calls in MVP pages. - SSR middleware injects tokens into server-side requests. - Dev and stage base URLs are switchable with a single env change. - A short README section documents how to configure environments. COMMENTS: None"
"atlas-datascience/lion/project-lion/paxium-web","74013701","7","172628179","App shell, layout, and design","closed","szahniy","johndmema","aspect::web","","2025-08-29T16:41:03.865Z","2025-09-18T20:18:34.957Z","","8","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-web/-/issues/7","ISSUE TITLE: App shell, layout, and design STATE: closed AUTHOR: szahniy CREATED: 2025-08-29T16:41:03.865Z LABELS: aspect::web ASSIGNEES: johndmema DESCRIPTION: Implement top-level shell with header, nav, and content area. Add Tailwind theme tokens for spacing, typography, and elevation.  **Acceptance criteria**  * Responsive header and nav render on SSR and client. * Tokens applied to at least header and button components. COMMENTS: None"
"atlas-datascience/lion/project-lion/paxium-web","74013701","8","172628185","Search page, server-rendered first paint","closed","szahniy","johndmema","aspect::web","","2025-08-29T16:41:09.069Z","2025-09-18T20:18:46.614Z","","5","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-web/-/issues/8","ISSUE TITLE: Search page, server-rendered first paint STATE: closed AUTHOR: szahniy CREATED: 2025-08-29T16:41:09.069Z LABELS: aspect::web ASSIGNEES: johndmema DESCRIPTION: Build `/search` that renders initial results on the server using the SDK. Include text input, facet sidebar, and results list.  **Acceptance criteria**  * Server render returns results for a default query. * Facet selection updates URL and triggers refetch. * Empty and error states rendered without console errors. COMMENTS: None"
"atlas-datascience/lion/project-lion/paxium-web","74013701","9","172628193","Map integration with bbox filtering","closed","szahniy","johndmema","aspect::web","","2025-08-29T16:41:13.655Z","2025-09-18T20:18:41.789Z","","5","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-web/-/issues/9","ISSUE TITLE: Map integration with bbox filtering STATE: closed AUTHOR: szahniy CREATED: 2025-08-29T16:41:13.655Z LABELS: aspect::web ASSIGNEES: johndmema DESCRIPTION: Add MapLibre (Or other mapping solution) map to `/search` with a bbox selector. Update the query builder to include bbox and refresh results.  **Acceptance criteria**  * Dragging a rectangle updates bbox in the URL. * Results refresh and match bbox filter. COMMENTS: None"
"atlas-datascience/lion/project-lion/paxium-web","74013701","10","172628198","Asset quick view and detail page","closed","szahniy","johndmema","aspect::web","","2025-08-29T16:41:19.702Z","2025-09-18T20:18:44.416Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-web/-/issues/10","ISSUE TITLE: Asset quick view and detail page STATE: closed AUTHOR: szahniy CREATED: 2025-08-29T16:41:19.702Z LABELS: aspect::web ASSIGNEES: johndmema DESCRIPTION: Add a drawer quick view from the results list and a full page at `/assets/[id]`. Show core fields, tags, geo preview, and policy-aware actions.  **Acceptance criteria**  * Drawer opens with summary data without route change. * `/assets/[id]` SSR renders allowed fields only. * Lineage sections are hidden or explicitly marked coming soon. COMMENTS: None"
"atlas-datascience/lion/project-lion/paxium-web","74013701","11","172628204","Access request flow","opened","szahniy","","Backlog|aspect::web","","2025-08-29T16:41:24.295Z","2025-09-18T20:24:13.365Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-web/-/issues/11","ISSUE TITLE: Access request flow STATE: opened AUTHOR: szahniy CREATED: 2025-08-29T16:41:24.295Z LABELS: Backlog, aspect::web ASSIGNEES:  DESCRIPTION: Provide a modal that submits POST /v1/access/requests and displays the policy decision. Show a clear human-readable reason and rule id on deny, and next steps on allow. Follow the Policy Engine and API Standards guidance.  **Acceptance criteria:** - Allow and deny flows are both demo-able with mocked responses. - Decision headers are surfaced in the UI for diagnostics. - A telemetry event fires for both outcomes. - Copy is reviewed and approved by product. COMMENTS: None"
"atlas-datascience/lion/project-lion/paxium-web","74013701","12","172628208","Download or open link action","opened","szahniy","","Backlog|aspect::web","","2025-08-29T16:41:29.168Z","2025-09-18T20:22:51.007Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-web/-/issues/12","ISSUE TITLE: Download or open link action STATE: opened AUTHOR: szahniy CREATED: 2025-08-29T16:41:29.168Z LABELS: Backlog, aspect::web ASSIGNEES:  DESCRIPTION: Add the primary action to open or download an asset using POST /v1/assets/{id}/link. Handle success, expiry, and deny outcomes with clear user feedback. This flow relies on the Access Broker and policy engine to gate access.  **Acceptance criteria:** - Success path opens a presigned link in one click and logs the action. - Expired-link responses show a retry hint and do not open a blank tab. - Deny responses display a toast with the rule id and human reason. - An integration test covers all three outcomes. COMMENTS: None"
"atlas-datascience/lion/project-lion/paxium-web","74013701","13","172628219","Domains browser","opened","szahniy","","Backlog|aspect::web","","2025-08-29T16:41:35.369Z","2025-09-18T20:23:04.185Z","","2","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-web/-/issues/13","ISSUE TITLE: Domains browser STATE: opened AUTHOR: szahniy CREATED: 2025-08-29T16:41:35.369Z LABELS: Backlog, aspect::web ASSIGNEES:  DESCRIPTION: Implement a hierarchical domain browser backed by /v1/domains so users can navigate to scoped search results. Use lazy loading for deep hierarchies and show an informative empty state. Align with OpenMetadata domain concepts described in the wiki.  **Acceptance criteria:** - Tree view renders domain hierarchy with lazy loading for children. - Clicking a domain navigates to Search with the domain filter applied. - No-domains state is rendered with guidance. - A test dataset with 1k domains performs within acceptable bounds. COMMENTS: None"
"atlas-datascience/lion/project-lion/paxium-web","74013701","14","172628225","Pagination and cursors","opened","szahniy","johndmema","In Progress|aspect::web","","2025-08-29T16:41:39.638Z","2025-09-24T17:00:15.970Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-web/-/issues/14","ISSUE TITLE: Pagination and cursors STATE: opened AUTHOR: szahniy CREATED: 2025-08-29T16:41:39.638Z LABELS: In Progress, aspect::web ASSIGNEES: johndmema DESCRIPTION: Wire cursor-based pagination to the API for Search results, preserving all active filters and sort. Deep-link the current cursor in the URL so results can be shared and restored. Follow API Standards for cursor semantics and error envelopes.  **Acceptance criteria:** - Next and previous controls work and preserve filters, sort, and bbox. - The URL contains the active cursor and reloading restores the same page. - Contract tests verify item counts and cursor progression using fixtures. - Empty and end-of-list states are handled cleanly. COMMENTS: None"
"atlas-datascience/lion/project-lion/paxium-web","74013701","15","172628231","Error, loading, and skeleton states","opened","szahniy","johndmema","Ready|aspect::web","","2025-08-29T16:41:45.164Z","2025-09-22T15:08:25.981Z","","2","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-web/-/issues/15","ISSUE TITLE: Error, loading, and skeleton states STATE: opened AUTHOR: szahniy CREATED: 2025-08-29T16:41:45.164Z LABELS: Ready, aspect::web ASSIGNEES: johndmema DESCRIPTION: Implement consistent loading, error, and skeleton patterns across Search, Asset Detail, and the Map tab. Patterns must work for SSR first paint and client transitions. Follow UI guidelines from the wiki to keep the experience responsive and accessible.  **Acceptance criteria:** - Search, Asset Detail, and Map tab each show skeletons, errors, and retry actions. - An e2e run demonstrates state transitions without layout shift. COMMENTS: None"
"atlas-datascience/lion/project-lion/paxium-web","74013701","16","172628236","Analytics and observability","opened","szahniy","","Backlog|Parking Lot|aspect::web","","2025-08-29T16:41:49.795Z","2025-09-26T15:27:00.831Z","","2","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-web/-/issues/16","ISSUE TITLE: Analytics and observability STATE: opened AUTHOR: szahniy CREATED: 2025-08-29T16:41:49.795Z LABELS: Backlog, Parking Lot, aspect::web ASSIGNEES:  DESCRIPTION: Add lightweight analytics and error tracking for MVP using Sentry and PostHog. Initialize from environment variables provided by Secrets Manager and surface release and route metadata so we can trace user flows. Follow the UI and SDKs plan and WEB/UI strategy for where to hook events. Keep this opt-out capable for customer-hosted deployments.  Acceptance criteria: - Sentry and PostHog are initialized from env and capture route changes and unhandled errors. - Release, build, and route metadata are attached to events. - A runtime flag can disable analytics for a deployment. - Events are visible in dev dashboards. COMMENTS: None"
